,level_0,index,date,headline,link,summary,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
10,25,25,1993-05-09 01:00:00,Nicklaus to Play Bell,https://www.nytimes.com/1993/05/09/sports/sports-people-golf-nicklaus-to-play-bell.html,"JACK NICKLAUS, who plays only a handful of non-major tournaments each year, will play the Bell Atlantic Classic seniors tournament May 20-23 at Chester Valley Golf Club in Malvern, Pa. Nicklaus has played only two seniors events this year, The Tradition and the PGA Seniors Championship. Organizers said they enlisted the help of former 76ers stars JULIUS ERVING and BILLY CUNNINGHAM to persuade Nicklaus to play the event, which benefits St. Christopher's Hospital for Children. Among the others in the field of the $650,000 tournament are the defending champion, LEE TREVINO, ARNOLD PALMER and CHI CHI RODRIGUEZ. (AP)",0.34,0.9601,0.967,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0       WILL      1         0         0            0          0             0   
1        MAY      3         0         0            1          0             0   
2  DEFENDING      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,101,0.039603960396039604,0.009900990099009901,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.009900990099009901,-0.009900990099009901
11,30,30,1993-05-24 01:00:00,"Consistent and Steady And $97,500 Richer",https://www.nytimes.com/1993/05/24/sports/golf-consistent-and-steady-and-97500-richer.html,"In what had been anticipated as a return to the winner's circle for either Lee Trevino and Jack Nicklaus, the Senior Tour's old reliable, Bob Charles, used his metronomic steadiness today to win the Bell Atlantic Classic. So while Trevino and Nicklaus remained collectively without an official victory in the last 12 months, the left-handed Charles won his second senior event of the year and became the first player ever to go over $4 million in Senior Tour earnings. Today's top prize was worth $97,500.",0.5267,0.926,0.9509,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  ANTICIPATED      0         0         0            1          0   
1          WIN      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  ",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,-0.011494252873563218,0.011494252873563218
12,33,33,1993-06-04 01:00:00,Laoretti Is Struggling To Regain His Stroke,https://www.nytimes.com/1993/06/04/sports/golf-laoretti-is-struggling-to-regain-his-stroke.html,"Larry Laoretti went from club pro to overnight hero last year when he scored his first victory on the Senior PGA Tour in the Senior United States Open. Laoretti, from Mahopac, N.Y., played pretty well for about a month after his triumph, but his game has since declined. In 14 events this season, Laoretti's best finish has been a tie for 10th at the Bell Atlantic Classic, two weeks ago.",-0.4215,0.9371,0.926,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  DECLINED      0         1         0            0          0             0   
1      BEST      1         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,36,36,1993-07-20 01:00:00,"Jim Yestadt, 41, Artist Of Corporate Symbols",https://www.nytimes.com/1993/07/20/obituaries/jim-yestadt-41-artist-of-corporate-symbols.html,"Jim Yestadt, a graphic designer who helped create corporate identities and packaging for MasterCard International, Bell Atlantic Corporation and Sterling Drug Inc., died on Wednesday at his home in Fire Island Pines, L.I. He was 41 and lived on Fire Island and in Manhattan. The cause of death was AIDS, said his companion, Richard Barbieri.",0.0,-0.8807,-0.8807,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   DIED      0         0         0            0          0             0   
1  DEATH      0         0         0            0          0             0   

   Superfluous  Interesting  
0            0            1  
1            0            1  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0
14,37,37,1993-07-21 01:00:00,Bell Atlantic Corp. reports earnings for Qtr to June 30,https://www.nytimes.com/1993/07/21/business/bell-atlantic-corp-reports-earnings-for-qtr-to-june-30.html,0,0.0,0.0,0.0,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,41,41,1993-08-05 01:00:00,Bell Atlantic in a TV Deal,https://www.nytimes.com/1993/08/05/business/company-news-bell-atlantic-in-a-tv-deal.html,"The Bell Atlantic Corporation said today that it was acquiring a stake in a small New York company that would provide up to 100 television channels to users with a special antenna, providing an alternative to cable. The regional telephone company is investing in Cellularvision, which provides its ""wireless cable"" service in the Brighton Beach section of Brooklyn and plans to phase it in throughout the metropolitan area. Eventually the system could be offered nationwide if Federal regulators approve. It also could be used for a variety of interactive and data services, which will be tested.",0.0,0.4019,0.4019,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       WOULD      2         0         0            0          0   
1       COULD      3         0         0            1          0   
2       COULD      3         0         0            1          0   
3  REGULATORS      0         0         0            0          1   
4        WILL      1         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  ",9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,96,0.09375,0.0,0.0,0.020833333333333332,0.010416666666666666,0.0,0.0,0.0,0.0,0.0
16,52,52,1993-08-25 03:00:00,A Way to Take On a Giant,https://www.nytimes.com/1993/08/25/business/business-technology-a-way-to-take-on-a-giant.html,"Telephone industry executives say the Bell Atlantic Corporation is trying to assemble a wireless consortium that could rival A.T.& T. by bidding on radio licenses for a coming generation of wireless offerings called personal communications services. The effort is being led by Mark Fowler, a former chairman of the Federal Communications Commission who is now president of Bell Atlantic Personal Communications. People familiar with the effort, who spoke on the condition they not be identified, said Mr. Fowler was in talks with the BellSouth Corporation and was also hoping to woo a large number of smaller independent telephone companies. ""It's a serious effort,"" said an executive of one Bell company that is not joining in.",0.0,0.7096,0.7096,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0    COULD      3         0         0            1          0             0   
1  SERIOUS      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,118,0.025423728813559324,0.00847457627118644,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,-0.00847457627118644
17,57,57,1993-09-27 01:00:00,Dividend Meetings,https://www.nytimes.com/1993/09/27/business/dividend-meetings-511293.html,Following is a partial list of dividend meetings this week: MONDAY Ameron Inc Del Walt Disney Co Hartford Steam Boiler Unocal Corp TUESDAY Bell Atlantic Corp Centerior Energy Corp Harsco Corp Metropolitan Finl Corp Montana Pwr Co WEDNESDAY USF & G Corp Vulcan Matls Co Washington Gas Lt Co THURSDAY Delmarva Pwr & Lt Co KCS Energy Inc Scor U S Corp FRIDAY Freeport-McMoran Inc National City Corp Nevada Pwr Co,0.0,0.4939,0.4939,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,59,59,1993-10-06 01:00:00,Mexican Cellular Deal Seen,https://www.nytimes.com/1993/10/06/business/mexican-cellular-deal-seen.html,"Hoping to tap into Mexico's cellular telephone market, the Bell Atlantic Corporation is close to a $1 billion deal to buy into Mexico's second-largest cellular telephone company, officials of the Mexican company said today. One official for the company, Iusacell, one of two significant cellular telephone companies operating in Mexico City, said negotiations between Bell Atlantic and Iusacell were nearly completed and that a deal was expected by Thursday.",0.0,0.5574,0.5574,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  NEARLY      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  ",3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,0.04285714285714286,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
19,61,61,1993-10-12 01:00:00,Bell Atlantic Is Taking A Big Step Into Mexico,https://www.nytimes.com/1993/10/12/business/company-news-bell-atlantic-is-taking-a-big-step-into-mexico.html,"The Bell Atlantic Corporation announced today that it would spend as much as $1.04 billion for a minority stake in Mexico's second-largest cellular telephone company, Grupo Iusacell. The deal, in which Bell Atlantic will initially buy a 23 percent share of the privately owned company for $520 million, would put Iusacell in a position to expand aggressively in what has been a booming Mexican market in cellular telephone services.",0.0,0.296,0.296,"           Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0         WOULD      2         0         0            0          0   
1         WOULD      2         0         0            0          0   
2          WILL      1         0         0            0          0   
3  AGGRESSIVELY      0         0         0            0          0   
4       BOOMING      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            1  
4             0            0            0  ",5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71,0.07042253521126761,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.014084507042253521,-0.014084507042253521,0.014084507042253521
20,62,62,1993-10-12 01:00:00,Deal Fits Phone Company's Big Plan,https://www.nytimes.com/1993/10/12/business/company-news-deal-fits-phone-company-s-big-plan.html,"Bell Atlantic's planned $1 billion entry into the Mexican wireless telephone market complements the company's technology strategy and could be the forerunner of a North American and perhaps even a pan-American wireless telephone network led by the regional Bell holding company, analysts said yesterday. Bell Atlantic said that the Mexican venture was part of an increasingly ambitious wireless and advanced-technology program that includes the personal communications services recently authorized in the United States. But the company said also that it was actively pursuing methods for using cable television networks for two-way communications and standard telephone lines for carrying video programming.",0.0,0.802,0.802,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0    COULD      3         0         0            1          0             0   
1  PERHAPS      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,103,0.05825242718446602,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.0
21,63,63,1993-10-12 02:00:00,Business Digest,https://www.nytimes.com/1993/10/12/business/business-digest-040693.html,Companies Bell Atlantic will spend up to $1.04 billion for a minority stake in Mexico's second-largest cellular telephone company. It plans to turn Iusacell into a broad telecommunications company that challenges Telefonos de Mexico. [ Page D1. ] Bell Atlantic's Mexican venture could be the forerunner of a continent-wide network. [ D5. ],0.0,0.0772,0.0772,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        WILL      1         0         0            0          0   
1  CHALLENGES      0         1         0            0          0   
2       COULD      3         0         0            1          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  ",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,-0.017857142857142856
22,64,64,1993-10-13 01:00:00,BUSINESS DIGEST,https://www.nytimes.com/1993/10/13/business/business-digest-286293.html,"Companies Bell Atlantic agreed to buy Tele-Communications, the nation's largest cable operator, and its spun-off programming company, Liberty Media, in a $33 billion deal, which would include the assumption of $10 billion in debt. [ Page A1. ] The deal's value would surpass RJR Nabisco's takeover by Kohlberg, Kravis, Roberts in 1989 as the largest ever. [ D2. ] For Bell Atlantic's chairman, the merger would culminate his drive to reinvent the company. [ D2. ] Two participants in the Paramount takeover battle, BellSouth and Viacom, made unrelated transactions. [ D2. ]",0.0,0.4215,0.4215,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       WOULD      2         0         0            0          0   
1       WOULD      2         0         0            0          0   
2       WOULD      2         0         0            0          0   
3  ASSUMPTION      0         0         0            1          0   
4     SURPASS      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  ",6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94,0.06382978723404255,0.0,0.010638297872340425,0.010638297872340425,0.0,0.0,0.0,0.0,-0.010638297872340425,0.010638297872340425
23,65,65,1993-10-13 01:00:00,Bell Atlantic's Chairman Remakes It for New Age,https://www.nytimes.com/1993/10/13/business/the-media-business-bell-atlantic-s-chairman-remakes-it-for-new-age.html,"For Raymond W. Smith, the 55-year-old chairman of the Bell Atlantic Corporation, this week has been not only the culmination of his drive to reinvent Bell Atlantic, but one worthy of the most audacious of riverboat gamblers. On Monday, Bell Atlantic announced a $1 billion deal to invest in and enlarge the biggest cellular telephone operation in Mexico. And this morning he is announcing a deal to buy Tele-Communications Inc. and Liberty Media for $33 billion in stock and assumption of debt, making Bell Atlantic the pre-eminent player in the information age.",0.0,0.8397,0.8397,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0      WORTHY      0         0         1            0          0   
1  ASSUMPTION      0         0         0            1          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  ",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,-0.010416666666666666,0.010416666666666666
