,level_0,index,link,headline,summary,date,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
10,15,15,https://www.nytimes.com/2004/07/12/business/mediatalk-news-corp-donors-show-bipartisan-spirit-in-presidential-politics.html,MediaTalk; News Corp. Donors Show Bipartisan Spirit In Presidential Politics,"What do Bill O'Reilly, Sean Hannity and Brit Hume have in common? They all work under a Democratic fund-raiser. Peter Chernin, president and chief operating officer of the News Corporation, parent of the Fox Network, has made contributions to John Kerry, the presumptive Democratic presidential nominee.",2004-07-12 01:00:00,0.1779,0.0,0.1779,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  PRESUMPTIVE      0         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            1            0  ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0
11,16,16,https://www.nytimes.com/2004/07/15/business/nielsen-critics-seize-on-new-ratings-data.html,Nielsen Critics Seize on New Ratings Data,"As Congress prepares to open hearings into Nielsen Media Research's new method for measuring local television audiences, critics say the latest data suggests the system continues to undercount the number of black and Hispanic viewers despite the company's efforts to fine-tune the technology. Nielsen, a unit of VNU, has been the target of a coordinated and well-financed campaign by the News Corporation and black and Hispanic groups against its plans to measure ratings in big cities with electronic devices known as people meters. The people meters would replace less technically advanced set-top boxes and the paper diaries that Nielsen began providing in 1950.",2004-07-15 01:00:00,-0.296,-0.046,-0.3353,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  SUGGESTS      3         0         0            1          0             0   
1   DESPITE      0         0         1            0          0             0   
2   AGAINST      0         1         0            0          0             0   
3     WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,106,0.04716981132075472,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0
12,17,17,https://www.nytimes.com/2004/07/30/business/company-news-news-corp-extends-contract-of-president-for-5-years.html,NEWS CORP. EXTENDS CONTRACT OF PRESIDENT FOR 5 YEARS,"The News Corporation's president and chief operating officer, Peter Chernin, signed an agreement to remain with the company for an additional five years. Mr. Chernin's new employment contract is effective Aug. 1, News Corporation said. His pay and other details were not disclosed. The company, which is based in Sydney, Australia, and is controlled by Rupert Murdoch, owns media assets including the Fox television networks, 20th Century Fox film studio, and newspapers like The Times of London and The New York Post. Mr. Chernin, 53, joined News Corporation in 1989 as president of entertainment at the Fox broadcast TV network. He became president and chief operating officer in 1996.",2004-07-30 01:00:00,0.128,0.8979,0.9206,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   CONTRACT      0         0         0            0          1             0   
1  EFFECTIVE      0         0         1            0          0             0   
2  DISCLOSED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,109,0.0,0.009174311926605505,0.009174311926605505,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0
13,18,18,https://www.nytimes.com/2004/08/11/business/company-news-board-approves-news-corporation-s-move-to-us.html,BOARD APPROVES NEWS CORPORATION'S MOVE TO U.S.,"The News Corporation, the media company controlled by Rupert Murdoch, said its board unanimously endorsed the company's plan to shift headquarters to the United States from Australia. News Corporation's shareholders will get one share in the United States company for every two shares they now own, the company said in a statement to the Australian Stock Exchange. The News Corporation, which is currently based in Sydney, will have its primary listing in New York and secondary listings in Sydney and London. The plan will be presented to the Securities and Investments Commission of Australia and Australian courts for approval, before shareholders vote on the proposal later this year, the News Corporation said.",2004-08-11 01:00:00,0.4019,0.936,0.9567,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0    WILL      1         0         0            0          0             0   
1    WILL      1         0         0            0          0             0   
2    WILL      1         0         0            0          0             0   
3  COURTS      0         0         0            0          1             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112,0.026785714285714284,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0
14,19,19,https://www.nytimes.com/2004/08/12/business/the-media-business-earnings-increase-7.8-at-news-corp.html,Earnings Increase 7.8% at News Corp.,"The News Corporation, the media company controlled by Rupert Murdoch, said yesterday that fiscal fourth-quarter profit rose 7.8 percent because advertising sales increased at its Fox broadcast network and cable channels like FX. The company said net income rose to $399 million, or 29 cents per American depository receipt, from $370 million, or 24 cents, a year earlier. Sales increased to $5.52 billion.",2004-08-12 01:00:00,0.3182,0.8225,0.872,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20,20,https://www.nytimes.com/2004/08/30/business/mediatalk-left-asked-speak-right-but-gatekeeper-wouldn-t-hear-it.html,"MediaTalk; The Left Asked to Speak to the Right, But a Gatekeeper Wouldn't Hear of It","The Fox News Channel, the highest-rated cable news network in the country, arrives this week at the Republican National Convention with an opportunity to serve up ample red meat for its core constituency. A growing number of advertisers would like a piece of that audience, but The Nation, the left-leaning political magazine, will not be among them. Ten days ago, the ad agency for The Nation sent a 60-second commercial to the cable network promoting its brand of political news and commentary as free of White House influence and corporate agendas.",2004-08-30 01:00:00,0.0,0.8968,0.8968,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0      HIGHEST      1         0         1            0          0   
1  OPPORTUNITY      0         0         1            0          0   
2        WOULD      2         0         0            0          0   
3         WILL      1         0         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94,0.0425531914893617,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,-0.02127659574468085,0.02127659574468085
16,21,21,https://www.nytimes.com/2004/09/16/business/media/16rupert.html,Murdoch Receives $12.5 Million Bonus,"The chairman and chief executive of the News Corporation, Rupert Murdoch, was paid $17 million, a 42 percent increase, in fiscal 2004 as television shows like ''American Idol'' and increased numbers of viewers at the FX cable network raised profit. Mr. Murdoch, 73, received a bonus of $12.5 million, up from $7.5 million in the previous year. His salary was little changed at $4.5 million for the year, which ended June 30, News Corporation said in its annual report.",2004-09-16 01:00:00,0.5423,0.9062,0.9413,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,22,22,https://www.nytimes.com/2004/10/25/business/media/25tabloid.html,MediaTalk; Have Papers Taken Sides on O'Reilly?,"When gossipy news about celebrities breaks, The New York Post and The Daily News tend to go at it and each other -- in much the way rivals like the Yankees and Red Sox turn each game into an epic battle. So it is hardly surprising that each has covered fully, though differently, the controversy involving Bill O'Reilly of Fox News and Andrea Mackris, a producer on his program. Mr. O'Reilly and Ms. Mackris have traded lawsuits over charges of whether he sexually harassed her and whether she tried to extort money from him and his bosses. ''I think any story involving a TV star and phone sex is going to have traction with an audience,'' said Col Allan, the editor in chief of The Post.",2004-10-25 01:00:00,0.0,-0.7778,-0.7778,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       BREAKS      0         1         0            0          0   
1  CONTROVERSY      0         1         0            0          0   
2     LAWSUITS      0         0         0            0          1   
3     HARASSED      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,126,0.0,0.023809523809523808,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.023809523809523808,-0.023809523809523808
18,23,23,https://www.nytimes.com/2004/11/04/business/media/04newscorp.html,News Corporation's Profit Rises on Strong Cable Ad Sales,"The News Corporation, the media company controlled by Rupert Murdoch, said yesterday that its fiscal first-quarter profit rose 27 percent, in part because advertising sales increased at its cable networks, like the Fox News Channel. Net income increased to $536 million, or 32 cents a share, from $422 million, or 29 cents, in the quarter a year earlier, the company said. Sales in the quarter ended Sept. 30 increased 12 percent, to $5.19 billion. The results matched the expectations of analysts.",2004-11-04 01:00:00,0.7351,0.8979,0.9524,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24,24,https://www.nytimes.com/2004/11/09/business/media/09place.html,"In Tussle With Murdoch, Malone Seeks Leverage","On the surface it is a simple stock purchase, but on another level, the maneuvering is part of an angry chess game between two mega-entrepreneurs who are used to running the board. Rupert Murdoch likes to keep tight control over the News Corporation, the far-flung media empire he plans to turn over to his children. But last week, the chairman of Liberty Media, John C. Malone, said he might increase Liberty's voting interest in the News Corporation to 17 percent from 9 percent.",2004-11-09 01:00:00,0.0,0.8957,0.8957,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  MIGHT      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  ",3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85,0.03529411764705882,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
20,25,25,https://www.nytimes.com/2004/11/12/business/media/12liberty.html,Malone Said to Be Pondering Acquisition,"John C. Malone made news this week when his Liberty Media Corporation said it might increase its voting stake in the News Corporation through a complex stock swap. But shareholders in another Malone property, Liberty Media International, have been focusing on another possible transaction. Liberty Media International, a company that was spun off from Liberty Media, has two major assets: a Japanese cable business and a stake in UnitedGlobalCom, a European cable operator. Shares in UnitedGlobalCom have risen recently on speculation that Mr. Malone might try to buy the rest of the company.",2004-11-12 01:00:00,0.0,0.9571,0.9571,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        MIGHT      3         0         0            1          0   
1        MIGHT      3         0         0            1          0   
2     POSSIBLE      3         0         0            1          0   
3  SPECULATION      0         0         0            1          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,93,0.0967741935483871,0.0,0.0,0.043010752688172046,0.0,0.0,0.0,0.0,0.0,0.0
21,26,26,https://www.nytimes.com/2004/11/17/business/17place.html,Murdoch Moves to Avoid a Friendly Fight for Control,"The chairman of the News Corporation, Rupert Murdoch, may be telling investors and the media that his relationship with his counterpart at Liberty Media, John C. Malone, is friendly, as he did yesterday at an annual meeting. But Mr. Murdoch is clearly not taking any chances that he might lose control of the News Corporation, which he plans to turn over to his sons: Lachlan, now deputy chief operating officer, and James, chief executive of British Sky Broadcasting, Mr. Murdoch's satellite TV company in Britain.",2004-11-17 01:00:00,-0.1531,0.7191,0.6606,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0       MAY      3         0         0            1          0             0   
1  FRIENDLY      0         0         1            0          0             0   
2   CLEARLY      1         0         0            0          0             0   
3     MIGHT      3         0         0            1          0             0   
4      LOSE      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  ",7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,85,0.08235294117647059,0.011764705882352941,0.011764705882352941,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
22,27,27,https://www.nytimes.com/2004/11/26/sports/othersports/26nascar.html,Yellow Flags for Nascar's Future on TV,"When NBC and Fox, with their cable television partners, signed deals promising Nascar $400 million annually, the points system to win the Winston Cup had been in place since 1975 and the stock-car racing circuit's Super Bowl, the Daytona 500, started the season. Much has changed since then. Winston was replaced this year by Nextel, and the points system was overhauled to create a playoff during the final 10 races of the season.",2004-11-26 01:00:00,0.0,0.91,0.91,"  Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WIN      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,-0.013513513513513514,0.013513513513513514
23,30,30,https://www.nytimes.com/2004/12/21/business/media/21liberty.html,Liberty Media Accelerates Swap of News Corp. Shares,"The Liberty Media Corporation, which is controlled by John C. Malone, began yesterday to accelerate a planned swap of nonvoting shares in the News Corporation, which is controlled by Rupert Murdoch, for voting shares in the company. Mr. Malone announced plans for the swap in November, but at the time, it was expected to take place in April. By moving up the swap, analysts said Mr. Malone might be trying to pressure Mr. Murdoch into trading some News Corporation assets for the voting shares held by Liberty.",2004-12-21 01:00:00,0.6808,0.8338,0.8922,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  MIGHT      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  ",3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87,0.034482758620689655,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0
24,32,32,https://www.nytimes.com/2005/01/10/business/media/10deal.html,Murdoch to Buy Rest of Fox for $7 Billion,"Rupert Murdoch, consolidating his global media empire in the United States, is expected to announce today that he will buy out the shareholders of his Fox properties for about $7 billion, executives involved in the deal said last night. The deal would solidify Mr. Murdoch's control over some of the nation's most valuable media assets like the Fox broadcast network and the DirecTV satellite service and help simplify the complicated structure of his far-flung company, the News Corporation, which includes newspapers, television, film and satellite assets around the globe.",2005-01-10 01:00:00,0.0,0.9234,0.9234,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0         WILL      1         0         0            0          0   
1        WOULD      2         0         0            0          0   
2     VALUABLE      0         0         1            0          0   
3  COMPLICATED      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90,0.03333333333333333,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,33,33,https://www.nytimes.com/2005/01/11/business/media/11place.html,Buyout Shows Murdoch In No Hurry Over Liberty,"Rupert Murdoch's announcement yesterday that his News Corporation would take full control of the Fox Entertainment Group sent a signal that he does not feel pressured to resolve his dispute with John C. Malone's Liberty Media Corporation before pushing ahead with other deals. Many analysts and investors had expected that Mr. Murdoch would settle the conflict over Liberty's voting interest in the News Corporation before buying out Fox. But Mr. Murdoch went ahead yesterday and said that he would buy the 18 percent of Fox that his company did not own, in a deal worth about $6 billion.",2005-01-11 01:00:00,0.296,0.8543,0.8902,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     WOULD      2         0         0            0          0             0   
1     WOULD      2         0         0            0          0             0   
2     WOULD      2         0         0            0          0             0   
3   RESOLVE      0         0         1            0          0             0   
4   DISPUTE      0         1         0            0          0             0   
5  CONFLICT      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  
5            0            0  ",6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,98,0.061224489795918366,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,-0.01020408163265306
26,35,35,https://www.nytimes.com/2005/01/28/business/media/28fox.html,Fox Deadline Extended,"The News Corporation said yesterday that it was extending by two weeks the deadline for its offer to buy the 18 percent of the Fox Entertainment Group that is held by the public. It said that the bid to pay 1.9 shares of the News Corporation for each share of Fox would close on Feb. 22, rather than on Feb. 7.",2005-01-28 01:00:00,0.0,0.7003,0.7003,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,36,36,https://www.nytimes.com/2005/02/03/business/media/03murdoch.html,Cable and Film Divisions Bolster News Corp. Profit,"Driven by a strong performance at its film and cable businesses, the News Corporation said yesterday that its second-quarter net income rose 80 percent, to $386 million, or 13 cents a share, from $215 million, or 7 cents a share, in the quarter a year ago. The company said sales in the quarter, which ended Dec. 31, rose 18 percent, to $6.56 billion.",2005-02-03 01:00:00,0.4404,0.7717,0.8625,"     Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  STRONG      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,-0.015384615384615385,0.015384615384615385
